school_number,school_name,instruction_type,charter_type,school_street_address,school_city,school_state,school_zip,school_site_street_address,school_site_city,school_site_state,school_site_zip,school_phone,school_fax,school_email_address,school_web_page_address,school_principal,grade_range,enrollment_as_of_oct_2012,school_status,school_status_date,update_date
'084904105,SIMMS EL,REGULAR INSTRUCTIONAL,,P O BOX 7,LA MARQUE,TX,77568-0007,529 N WESTWARD,TEXAS CITY,TX,77591-3701,(409) 935-2891,(409) 908-5081,fgarrett@lmisd.net,,MS FELICA GARRETT   ,'01-06,304,Active, ,7/24/13 5:34
'084904107,WESTLAWN EL,REGULAR INSTRUCTIONAL,,P O BOX 7,LA MARQUE,TX,77568-0007,1217 VAUTHIER RD,LA MARQUE,TX,77568-3701,(409) 908-5100,(409) 908-5094,kharris@lmisd.net,,MS KRYSTAL HARRIS   ,'01-06,285,Active,7/2/80,7/24/13 5:34
'108911106,EL AEP,ALTERNATIVE INSTRUCTIONAL,,1106 N SHARY RD,MISSION,TX,78572,1106 N SHARY RD,MISSION,TX,78572,(956) 580-5200,(956) 580-5225,fguerra@sharylandisd.org,,DR FRED GUERRA   ,'01-06,-1,Active,3/27/02,7/24/13 5:35
'159901105,NELLIE MAE GLASS ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,1501 BOEHMER AVE,EAGLE PASS,TX,78852-3599,(830) 758-7041,(830) 773-5989,,,MRS ROSA M CASTILLON   ,'01-06,525,Active, ,7/24/13 5:35
'159901106,ROBERT E LEE ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,300 S MONROE ST,EAGLE PASS,TX,78852-5199,(830) 758-7062,(830) 773-3471,,,BLANCA MUZQUIZ   ,'01-06,397,Active, ,7/24/13 5:35
'159901109,SAN LUIS ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,2090 WILLIAMS ST,EAGLE PASS,TX,78852-5097,(830) 758-7071,(830) 773-1632,,,MRS CYNTHIA SAHAGUN   ,'01-06,500,Active, ,7/24/13 5:35
'159901110,ROSITA VALLEY ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,735 ROSITA VLY RD,EAGLE PASS,TX,78852-9999,(830) 758-7065,(830) 757-2098,,,LUZ A LAZARSKI   ,'01-06,449,Active,4/24/92,7/24/13 5:35
'159901113,SECO MINES ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,2900 DIAZ,EAGLE PASS,TX,78852-3644,(830) 758-7073,(830) 773-8725,,,MARIBEL MARTINEZ   ,'01-06,398,Active, ,7/24/13 5:35
'159901117,PETE GALLEGO ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,300 AZUCENA ST,EAGLE PASS,TX,78852,(830) 758-7130,(830) 757-5795,,,SYLVIA SAUCEDO   ,'01-06,434,Active,10/11/99,7/24/13 5:35
'159901118,HENRY B GONZALEZ ELEMENTARY,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,400 BALCONES BLVD,EAGLE PASS,TX,78852,(830) 758-7099,(830) 757-3274,,,MS CARMEN ROMO   ,'01-06,481,Active,10/11/99,7/24/13 5:35
'159901120,LIBERTY ELEMENTARY,REGULAR INSTRUCTIONAL,,P O BOX 1409,EAGLE PASS,TX,78853-1409,1850 FLOWERS ST,EAGLE PASS TEXAS,TX,78852,(830) 758-7156,(830) 757-3237,,,MR ROSALINDA BARCENA   ,'01-06,625,Active,5/21/02,7/24/13 5:35
'159901121,ARMANDO CERNA EL,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,2268 MONDRAGON RD,EAGLE PASS,TX,78852,(830) 773-5181,(830) 773-0221,amartinez2@eaglepassisd.net,,MRS ALMA MARTINEZ   ,'01-06,461,Active,6/22/10,7/24/13 5:35
'159901122,PERFECTO MANCHA EL,REGULAR INSTRUCTIONAL,,1420 EIDSON RD,EAGLE PASS,TX,78852,3269 FLETCHER BLVD,EAGLE PASS,TX,78852,(830) 773-5181,(830) 773-0221,jjimenez3@eaglepassisd.net,,MR JOSE JIMENEZ   ,'01-06,481,Active,6/22/10,7/24/13 5:35
'243905101,ALAMO EL,REGULAR INSTRUCTIONAL,,1912 11TH ST,WICHITA FALLS,TX,76301-4903,1912 11TH ST,WICHITA FALLS,TX,76301-4903,(940) 235-1128,(940) 235-1129,lscott@wfisd.net,www.wfisd.net,MS LAURA SCOTT   ,'01-06,429,Active, ,7/24/13 5:35
'057827102,NOVA ACADEMY PRICHARD,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,2800 PRICHARD,DALLAS,TX,75227,2800 PRICHARD,DALLAS,TX,75227,(972) 808-7470,(214) 775-0748,phyllisj@ednet10.net,www.NovaAcademy.org,PHYLLIS JOHNSON   ,'01-08,420,Active,8/22/11,7/24/13 5:34
'146903042,DEVERS AEP,ALTERNATIVE INSTRUCTIONAL,,P O BOX 488,DEVERS,TX,77538,201 S CHISM,DEVERS,TX,77538-0488,(936) 549-7135 ext:124 ,(936) 549-7595,eharris@deversisd.net,,    ,'01-08,0,Active,2/23/06,7/24/13 5:35
'178807101,CORPUS CHRISTI MONTESSORI SCHOOL,REGULAR INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,3530 GOLLIHAR RD,CORPUS CHRISTI,TX,78415,3530 GOLLIHAR RD,CORPUS CHRISTI,TX,78415,(361) 883-9306,(361) 852-0640,vesquivel@ccmscharter.org,www.ccms.esc2.net,MRS SYLVIA D GAERTNER   ,'01-08,165,Active,6/29/05,7/24/13 5:35
'003903003,ALTER SCH,DAEP INSTRUCTIONAL,,1121 WINSTON 8 RANCH RD,LUFKIN,TX,75904-8428,1121 WINSTON 8 RANCH RD,LUFKIN,TX,75904-8428,(936) 632-7203,(936) 632-7209,dbritt@lufkinisd.org,www.lufkinisd.org,MR DREW HUFFTY   ,'01-12,0,Active,10/10/80,7/24/13 5:34
'003903140,STATE SCHOOL,REGULAR INSTRUCTIONAL,,P O BOX 1407,LUFKIN,TX,75902-1407,6844 US HWY 69N,POLLOK,TX,75969-9992,(936) 630-4271,(936) 630-4276,dharrison@lufkinisd.org,www.lufkinisd.org,MS DEIDRA HARRISON   ,'01-12,6,Active,7/1/90,7/24/13 5:34
'007902006,REASSIGNMENT AND OPPORTUNITY CENTER,DAEP INSTRUCTIONAL,,831 STADIUM DR,PLEASANTON,TX,78064,601 N MAIN,PLEASANTON,TX,78064,(830) 569-1350,(830) 769-3272,lcollavo@jisdtx.us,www.jourdantonisd.net,MR RAUL MORALES   ,'01-12,-1,Active,8/27/12,7/24/13 5:34
'014909005,WHEATLEY ALTERNATIVE EDUCATION CENTER,DAEP INSTRUCTIONAL,,515 E AVE D,TEMPLE,TX,76501-3042,515 E AVE D,TEMPLE,TX,76501-3042,(254) 215-5665,(254) 215-5673,,,MR CARL PLEASANT   ,'01-12,74,Active,9/1/00,7/24/13 5:34
'015907194,ROY MAAS YOUTH ALTERNATIVES/THE BRIDGE,ALTERNATIVE INSTRUCTIONAL,,3103 W AVE,SAN ANTONIO,TX,78213,3103 W AVE,SAN ANTONIO,TX,78213,(210) 224-2582,(210) 224-4313,satellitecampusjs@saisd.net,,JOHN SIMPSON   ,'01-12,15,Active,7/1/87,7/24/13 5:34
'015908039,ALTERNATIVE SCHOOL,DAEP INSTRUCTIONAL,,1450 GILLETTE,SAN ANTONIO,TX,78224,1450 GILLETTE,SAN ANTONIO,TX,78224,(210) 977-7450,(210) 977-7454,mrodrig@southsanisd.net,www.southsanisd.net/AlternativeCenter.cfm?subpage=2053,MAX RODRIGUEZ   ,'01-12,-1,Active,7/17/87,7/24/13 5:34
'015915035,DAEP AT HOLMGREEN,DAEP INSTRUCTIONAL,,8580 EWING HALSELL,SAN ANTONIO,TX,78229-3719,8580 EWING HALSELL,SAN ANTONIO,TX,78229-3719,(210) 397-5460,(210) 617-5476,info@nisd.net,,MS KRISTA GARCIA   ,'01-12,-1,Active,8/29/05,7/24/13 5:34
'015917002,SOUTHSIDE ALTER CTR,DAEP INSTRUCTIONAL,,1460 MARTINEZ LOSOYA RD,SAN ANTONIO,TX,78221-9648,20110 PLEASANTON RD,SAN ANTONIO,TX,78221,(210) 882-1604,(210) 626-0473,LARRY.VILLARREAL@SOUTHSIDE.K12.TX.US,www.southsideisd.org/,MR LARRY VILLARREAL   ,'01-12,7,Active,7/1/96,7/24/13 5:34
'018907002,MERIDIAN AEP,ALTERNATIVE INSTRUCTIONAL,,P O BOX 67,KOPPERL,TX,76652,607 F ST,MERIDIAN,TX,76665,(254) 889-3502 ext:225 ,(254) 889-3545,katrina.adcock@kopperlisd.org,,    ,'01-12,0,Active,6/12/03,7/24/13 5:34
'020902002,STUDENT ALTERNATIVE CTR,DAEP INSTRUCTIONAL,,1900 N DOWNING,ANGLETON,TX,77515,1201 HENDERSON RD,ANGLETON,TX,77515,(979) 849-8206,(979) 864-8675,ctribble@angletonisd.net,angletonisd.net,MS COLLEEN TRIBBLE   ,'01-12,26,Active,8/28/89,7/24/13 5:34
'020905004,LIGHTHOUSE LEARNING CENTER - DAEP,DAEP INSTRUCTIONAL,,P O DRAWER Z,FREEPORT,TX,77541-1926,1035 DIXIE DR,CLUTE,TX,77531-5123,(979) 730-7340,(979) 266-2474,rrasberry@brazosportisd.net,,MR ROBERT RASBERRY   ,'01-12,36,Active,7/1/92,7/24/13 5:34
'025902042,BROWNWOOD DAEP,DAEP INSTRUCTIONAL,,P O BOX 730,BROWNWOOD,TX,76804-0730,2707 SOUTHSIDE DR,BROWNWOOD,TX,76801-6148,(325) 643-3672,(325) 646-2477,,,DAVID MCCULLOUGH   ,'01-12,0,Active,7/1/95,7/24/13 5:34
'026902005,SOMERVILLE ISD DISCIPLINE ALTERNATIVE EDUCATION,DAEP INSTRUCTIONAL,,P O BOX 997,SOMERVILLE,TX,77879,715 AVE H,SOMERVILLE,TX,77879,(979) 596-1534,(979) 596-1778,ccamarillo@somervilleisd.org,www.somervilleisd.org,MRS KARLA SPARKS   ,'01-12,-1,Active,7/1/95,7/24/13 5:34
'036901004,ADAPTIVE BEHAVIOR UNIT,REGULAR INSTRUCTIONAL,,1715 HWY 146 BYPASS,LIBERTY,TX,77575,1715 HWY-146 BYPASS,LIBERTY,TX,77575,(936) 336-1045, ,,,MR JIM YOUNG   ,'01-12,-1,Active,7/1/99,7/24/13 5:34
'036902005,ALTERNATIVE SCHOOL,DAEP INSTRUCTIONAL,,P O BOX 1108,MONT BELVIEU,TX,77580,9600 EAGLE DR,BAYTOWN,TX,77523,(281) 576-2221 ext:1435,(281) 576-3422,jbergstrom@bhisd.net,www.bhisd.net,MR JIM BERGSTROM   ,'01-12,-1,Active,8/23/07,7/24/13 5:34
'043911202,PRINCETON/FARMERSVILLE DAEP,DAEP INSTRUCTIONAL,,600 MABEL AVE,PRINCETON,TX,75407-1002,600 MABEL AVE,PRINCETON,TX,75407,(469) 952-5400,(972) 736-3503,panthony@princetonisd.net,www.princetonisd.net,MS JEAN TROUT   ,'01-12,0,Active,9/19/02,7/24/13 5:34
'048901005,FAIRVIEW DAEP,DAEP INSTRUCTIONAL,,P O BOX 988,EDEN,TX,76837,2405 FAIRVIEW SCHOOL RD,SAN ANGELO,TX,76904,(325) 651-7656,(325) 651-8504,,,MR ALBERT JOHNSON   ,'01-12,0,Active,5/18/00,7/24/13 5:34
'057907005,SUMMIT LEARNING CENTER,DAEP INSTRUCTIONAL,,900 S CEDAR RDG DR  #300A,DUNCANVILLE,TX,75137,900 S CEDAR RDG DR  #300A,DUNCANVILLE,TX,75137,(972) 708-2570,(972) 708-2585,kcroft@duncanvilleisd.org,,MR KEVIN CROFT   ,'01-12,-1,Active,7/1/94,7/24/13 5:34
'057913002,JD HALL LEARNING CENTER,DAEP INSTRUCTIONAL,,602 E SECOND ST,LANCASTER,TX,75146-2604,602 E SECOND ST,LANCASTER,TX,75146-2604,(972) 218-1441,(972) 218-1442,stephaneyjohnson@Lancasterisd.org,,MR STEPHANEY JOHNSON   ,'01-12,0,Active,5/1/85,7/24/13 5:34
'057913111,L ISD J J A E P,JJAEP INSTRUCTIONAL,,602 E SECOND ST,LANCASTER,TX,75146,422 S CENTRE AVE,LANCASTER,TX,75146-1621,(972) 218-1432,(972) 218-1401,stephaneyjohnson@lancasterisd.org,,MR STEPHANEY JOHNSON   ,'01-12,-1,Active,7/1/98,7/24/13 5:34
'062902002,GOALS,ALTERNATIVE INSTRUCTIONAL,,500 N BROADWAY,NORDHEIM,TX,78141,301 DAULE ST,CUERO,TX,77954,(361) 938-5211,(361) 938-5266,kwilson@nordheimisd.org,nordheimisd.org,R J OLIVAREZ   ,'01-12,0,Active,7/1/98,7/24/13 5:34
'062903002,G O A L S PROGRAM,ALTERNATIVE INSTRUCTIONAL,,301 DAULE ST,CUERO,TX,77954-2132,301 DAULE ST,CUERO,TX,77954-2132,(361) 275-9926, ,lpate@yoakumisd.net,,    ,'01-12,-1,Active,7/1/97,7/24/13 5:34
'073903003,FEC THE LEARNING CENTER,ALTERNATIVE INSTRUCTIONAL,,130 COLEMEN ST,MARLIN,TX,76661,217 KENDRICK  ST,MARLIN,TX,76661,(254) 883-3964,(254) 883-6956,dfalls@marlinisd.org,www.marlinisd.org,MR DAN FALLS   ,'01-12,7,Active,7/9/01,7/24/13 5:34
'073905005,ROSEBUD-LOTT DAEP,DAEP INSTRUCTIONAL,,P O BOX 638,ROSEBUD,TX,76570,213 GREEN ST,MARLIN,TX,76661,(254) 583-7967,(254) 583-1130,aprice@rlisd.org,,    ,'01-12,6,Active,6/19/03,7/24/13 5:34
'079907038,FERNDELL HENRY CENTER FOR LEARNING,DAEP INSTRUCTIONAL,,7447 FM 521 RD,ROSHARON,TX,77583,7447 FM 521 RD,ROSHARON,TX,77583,(281) 327-6000,(281) 327-6001,George.Bolton@fortbend.k12.tx.us,www.fortbend.k12.tx.us/,G MICHAEL BOLTON   ,'01-12,36,Active,7/6/10,7/24/13 5:34
'084902003,GALVESTON CO J J A E P,JJAEP INSTRUCTIONAL,,P O BOX 660,GALVESTON,TX,77553-0660,3904 AVE T,GALVESTON,TX,77553-8643,(409) 766-5800, ,,,    ,'01-12,-1,Active,8/1/96,7/24/13 5:34
'084906006,WOODROW WILSON DAEP,DAEP INSTRUCTIONAL,,300 14TH AVE N,TEXAS CITY,TX,77590,300 14TH AVE N,TEXAS CITY,TX,77590,(409) 916-0285,(409) 942-2462,cpowada@tcisd.org,www.tcisd.org,MRS CAYE POWADA   ,'01-12,-1,Active,6/26/03,7/24/13 5:34
'089903002,FLORESVILLE ALTER ED CTR,DAEP INSTRUCTIONAL,,335 ALTERNATIVE LN,FLORESVILLE,TX,78114-0335,335 ALTERNATIVE LN,FLORESVILLE,TX,78114-0335,(830) 393-5338,(830) 393-5706,bbox@fisd.us,www.floresville.us,    ,'01-12,-1,Active,7/1/95,7/24/13 5:34
'092904002,PINE TREE DAEP,DAEP INSTRUCTIONAL,,P O BOX 5878,LONGVIEW,TX,75608,1701 PINE TREE RD,LONGVIEW,TX,75604,(903) 295-5131,(903) 295-5145,jturner@ptisd.org,,MR JERRETT TURNER   ,'01-12,0,Active,6/11/02,7/24/13 5:34
'094901111,LIZZIE M BURGES ALTERNATIVE SCHOOL,DAEP INSTRUCTIONAL,,225 N SAUNDERS ST,SEGUIN,TX,78155,225 N SAUNDERS ST,SEGUIN,TX,78155,(830) 379-1108,(830) 379-0088,adrumm@seguin.k12.tx.us,www.seguin.k12.tx.us,ANDREW DRUMM   ,'01-12,25,Active,7/1/93,7/24/13 5:34
'101911014,EXCEL ACADEMY (MURWORTH),JJAEP INSTRUCTIONAL,,2515 MURWORTH,HOUSTON,TX,77054,2515 MURWORTH,HOUSTON,TX,77054,(713) 669-9712,(713) 669-0788,Rhonda.walker@hcjpd.hctx.net,,    ,'01-12,0,Active,5/1/00,7/24/13 5:35
'101912069,SOAR CTR,REGULAR INSTRUCTIONAL,,3233 WESLAYAN,HOUSTON,TX,77027-5751,3233 WESLAYAN,HOUSTON,TX,77027-5751,(713) 892-6700,(713) 892-7945,aidlebir@houstonisd.org,www.houstonisd.org,MS ARDALIA IDLEBIRD   ,'01-12,210,Active,7/1/95,7/24/13 5:35
'101913015,HUMBLE COMMUNITY LEARNING CENTER,DAEP INSTRUCTIONAL,,18901 TIMBER FOREST DR,HUMBLE,TX,77346,18901 TIMBER FOREST DR,HUMBLE,TX,77346,(281) 641-7400,(281) 641-7417,tammy.alexander@humble.k12.tx.us,,TAMMY ALEXANDER   ,'01-12,-1,Active,5/24/11,7/24/13 5:35
'101920011,DISTRICT ALTERNATIVE EDUCATION PROGRAM,DAEP INSTRUCTIONAL,,9000 WESTVIEW,HOUSTON,TX,77055,9000 WESTVIEW,HOUSTON,TX,77055,(713) 251-1753,(713) 973-9756,Michele.Hilberth@springbranchisd.com,,MICHELE HILBERTH   ,'01-12,0,Active,7/1/97,7/24/13 5:35
'108902005,DONNA ALTERNATIVE EDUCATION PROGRAM,DAEP INSTRUCTIONAL,,116 N 10TH ST,DONNA,TX,78537,201 S 3RD ST,DONNA,TX,78537,(956) 464-1954,(956) 464-1951,jmendoza@donnaisd.net,www.donnaisd.net,MR JOHN M MENDOZA   ,'01-12,0,Active,9/17/02,7/24/13 5:35
'108913002,GUIDANCE CENTER,DAEP INSTRUCTIONAL,,P O BOX 266,WESLACO,TX,78599-0266,2607 CAMINO REAL VIEJO,MERCEDES,TX,78570-9673,(956) 565-6810,(956) 565-6810,jgarcia@wisd.us,www.wisd.us/campus/guidance,MR JOSE J GARCIA   ,'01-12,26,Active,6/26/89,7/24/13 5:35
'108913008,HORTON DISCIPLINARY ALTERNATIVE EDUCATION PROGRAM,DAEP INSTRUCTIONAL,,P O BOX 0266,WESLACO,TX,78596-0266,104 S GARZA,WESLACO,TX,78596,(956) 969-6916,(956) 969-6782,jgarcia@wisd.us,www.wisd.us,MR JOSE JAIME GARCIA   ,'01-12,67,Active,1/13/03,7/24/13 5:35
'126911005,JCSSA,ALTERNATIVE INSTRUCTIONAL,,321 ZEBRA PKWY,GRANDVIEW,TX,76050,321 ZEBRA PKWY,GRANDVIEW,TX,76050,(817) 866-3950 ext:226 ,(817) 866-3957,ktindell@jcssa.net,,DR KAYE TINDELL   ,'01-12,0,Active,8/23/10,7/24/13 5:35
'143903002,G O A L S PROGRAM,ALTERNATIVE INSTRUCTIONAL,,505 N ESPLANADE,CUERO,TX,77954-4570,505 N ESPLANADE,CUERO,TX,77954-4570,(361) 275-6766,(361) 275-5313,,,MR BRIAN BILLSTEIN   ,'01-12,0,Active,7/1/97,7/24/13 5:35
'146902003,HARDIN/CHAMBERS CTR,DAEP INSTRUCTIONAL,,P O BOX 248,DAYTON,TX,77535-0248,1715 HWY 146 BYPASS,LIBERTY,TX,77575,(936) 336-1045,(936) 336-7208,jyoung@hcced.net,,MR JIM YOUNG   ,'01-12,-1,Active,8/14/06,7/24/13 5:35
'146906003,HARDIN/CHAMBERS CTR,DAEP INSTRUCTIONAL,,1715 HWY 146 BYPASS,LIBERTY,TX,77575,1715 HWY 146 BYPASS,LIBERTY,TX,77575,(936) 336-1045,(936) 336-7208,jpyoung@libertyisd.net,,MR JAMES YOUNG   ,'01-12,-1,Active,1/25/96,7/24/13 5:35
'161914004,CHALLENGE ACADEMY,JJAEP INSTRUCTIONAL,,2015 ALEXANDER AVE,WACO,TX,76708,2015 ALEXANDER AVE,WACO,TX,76708,(254) 754-0803,(254) 754-6029,chris.rankin@wacoisd.org,mcca.wacoisd.org,MR CHRISTOPHER RANKIN   ,'01-12,41,Active,4/1/96,7/24/13 5:35
'170904003,STUBBLEFIELD ALTERNATIVE ACADEMY,DAEP INSTRUCTIONAL,,207 PHILPOT ST,WILLIS,TX,77378-8848,207 PHILPOT ST,WILLIS,TX,77378-8848,(936) 856-1302,(936) 890-0312,lsloan@willisisd.org,www.willisisd.org,LEE SLOAN   ,'01-12,0,Active,1/1/95,7/24/13 5:35
'170908002,THE LEARNING CTR,DAEP INSTRUCTIONAL,,20419 FM 1485,NEW CANEY,TX,77357,20419 FM 1485,NEW CANEY,TX,77357,(281) 577-2850,(281) 354-4137,newcaneyisd@newcaneyisd.org,www.newcaneyisd.org,MR JEREMY HARRIS   ,'01-12,40,Active,7/1/94,7/24/13 5:35
'178904054,STUDENT LEARNING AND GUIDANCE CENTER,DAEP INSTRUCTIONAL,,2944 CACTUS,CORPUS CHRISTI,TX,78415-5903,2944 CACTUS,CORPUS CHRISTI,TX,78415-5903,(361) 878-2840,(361) 878-1437,douglas.cross@ccisd.us,,MR DOUGLAS CROSS   ,'01-12,181,Active,10/1/81,7/24/13 5:35
'212803001,AZLEWAY CHARTER SCHOOL,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,15892 CR26,TYLER,TX,75707,15892 CR26,TYLER,TX,75707,(903) 566-8444,(903) 566-6436,steve.lenz@azlewaycharterschool.com,www.azlewaycharterschool.com,MR STEVE LENZ   ,'01-12,119,Active,8/7/01,7/24/13 5:35
'220912010,CROWLEY ALTERNATIVE SCHOOL,DAEP INSTRUCTIONAL,,208 W MAIN ST,CROWLEY,TX,76036,208 W MAIN ST,CROWLEY,TX,76036,(817) 297-6992,(817) 297-4087,crowleyisdalternativeschool@crowley.k12.tx.us,www.crowley.k12.tx.us,MR LEO GARDINER   ,'01-12,0,Active,9/22/00,7/24/13 5:35
'220916004,ALTER ED PROG,DAEP INSTRUCTIONAL,,3115 W PIPELINE RD,EULESS,TX,76040-6235,3115 W PIPELINE RD,EULESS,TX,76040-6235,(817) 354-3398,(817) 358-5001,,,DR JUNE JACOBY   ,'01-12,-1,Active, ,7/24/13 5:35
'220918003,ALTER DISCIPLINE CAMPUS,DAEP INSTRUCTIONAL,,5900 HEREFORD DR,FORT WORTH,TX,76179-9160,5900 HEREFORD DR,FORT WORTH,TX,76179-3395,(817) 238-7925,(817) 238-7925,jkemppainen@ems-isd.net,www.emsisd.com,MR JACK KEMPPAINEN   ,'01-12,33,Active,7/1/96,7/24/13 5:35
'226903038,CARVER ALTER LRN CTR,DAEP INSTRUCTIONAL,,815 MARTIN LUTHER KING BLVD,SAN ANGELO,TX,76903-5358,815 MARTIN LUTHER KING BLVD,SAN ANGELO,TX,76903-5358,(325) 659-3648,(325) 659-4087,noe.acosta@saisd.org,,MR NOE ACOSTA   ,'01-12,34,Active,7/1/93,7/24/13 5:35
'227905001,TEXAS SCHOOL FOR THE BLIND,REGULAR INSTRUCTIONAL,,1100 W 45TH ST,AUSTIN,TX,78756-3413,1100 W 45TH ST,AUSTIN,TX,78756-3413,(512) 206-9167,(512) 206-9453,,,MR MILES FAIN   ,'01-12,153,Active, ,7/24/13 5:35
'234801002,RANCH ACADEMY - TYLER CAMPUS,ALTERNATIVE INSTRUCTIONAL,OPEN ENROLLMENT CHARTER,3120 VZCR 2318,CANTON,TX,75103,14023 STATE HWY 155 S,TYLER,TX,75703,(903) 939-8000,(903) 939-8045,mvonsenden@raschools.com,,MELISSA VONSENDEN   ,'01-12,37,Active,8/25/08,7/24/13 5:35
'240903004,UNITED STEP ACADEMY,DAEP INSTRUCTIONAL,,5201 BOB BULLOCK LOOP,LAREDO,TX,78041,5201 BOB BULLOCK LOOP,LAREDO,TX,78041,(956) 764-6500,(956) 764-6599,ejgarza@unitedisd.org,www.uisd.net,MR EDUARDO J GARZA   ,'01-12,128,Active,7/1/97,7/24/13 5:35
'001907107,SOUTHSIDE EL,REGULAR INSTRUCTIONAL,,201 GILLESPIE RD,PALESTINE,TX,75801-7627,201 GILLESPIE RD,PALESTINE,TX,75801-7627,(903) 731-8023,(877) 655-0734,scooksey@palestineschools.org,www.palestineschools.org,MR STEPHEN COOKSEY   ,'02 03,515,Active, ,7/24/13 5:34
'002901101,DEVONIAN EL,REGULAR INSTRUCTIONAL,,405 NW 3RD ST,ANDREWS,TX,79714-5098,1214 NW 11TH ST,ANDREWS,TX,79714-3240,(432) 523-3640 ext:5522,(432) 524-1905,bavena@andrews.esc18.net,www.andrews.esc18.net,MS BELMA AVENA   ,'02 03,586,Active, ,7/24/13 5:34
'027903103,SHADY GROVE EL,REGULAR INSTRUCTIONAL,,111 SHADY GROVE RD,BURNET,TX,78611-0180,111 SHADY GROVE RD,BURNET,TX,78611-0180,(512) 756-8090,(512) 756-6856,tsingletary@burnet.txed.net,,TERRA SINGLETARY   ,'02 03,316,Active,6/28/06,7/24/13 5:34
'037907102,RUSK EL,REGULAR INSTRUCTIONAL,,203 E 7TH ST,RUSK,TX,75785-1122,300 N HENDERSON ST,RUSK,TX,75785-1122,(903) 683-2595,(903) 683-6104,debbie.welch@ruskisd.net,www.ruskisd.net,DEBBIE WELCH   ,'02 03,353,Active, ,7/24/13 5:34
'049901107,W E CHALMERS EL,REGULAR INSTRUCTIONAL,,1745 FM 3092,GAINESVILLE,TX,76240-5621,1745 FM 3092,GAINESVILLE,TX,76240,(940) 665-4147,(940) 665-9290,pmercer@gainesvilleisd.org,www.gainesvilleisd.org,TAMMY FUHRMANN   ,'02 03,479,Active,6/21/00,7/24/13 5:34
'050902101,GATESVILLE EL,REGULAR INSTRUCTIONAL,,311 S LOVERS LN,GATESVILLE,TX,76528-0759,2537 E MAIN ST,GATESVILLE,TX,76528-0759,(254) 865-7262,(254) 248-0077,pbone@gatesvilleisd.org,el.gatesvilleisd.org,MS PAMELA D BONE   ,'02 03,468,Active, ,7/24/13 5:34
'061905101,DYER EL,REGULAR INSTRUCTIONAL,,1200 BOBCAT BLVD,KRUM,TX,76249-6908,304 N 3RD ST,KRUM,TX,76249-5520,(940) 482-6000 ext:4101,(940) 482-8203,russell.black@krumisd.net,,MR RUSSELL BLACK   ,'02 03,-1,Active, ,7/24/13 5:34
'083903102,SEMINOLE PRI,REGULAR INSTRUCTIONAL,,207 S W 6TH ST,SEMINOLE,TX,79360,508 S W AVE D,SEMINOLE,TX,79360-4340,(432) 758-5841,(432) 758-5299,jsage@seminole.k12.tx.us,www.seminoleisd.net,MRS JUDY SAGE   ,'02 03,403,Active,9/1/78,7/24/13 5:34
'092901104,BROADWAY EL,REGULAR INSTRUCTIONAL,,200 E BROADWAY,GLADEWATER,TX,75647-2320,200 E BROADWAY,GLADEWATER,TX,75647-2320,(903) 845-6971,(903) 845-2229,,,MRS RENEE BYERS   ,'02 03,286,Active, ,7/24/13 5:34
'092902101,CHANDLER EL,REGULAR INSTRUCTIONAL,,301 N KILGORE ST,KILGORE,TX,75662-5499,2500 CHANDLER ST,KILGORE,TX,75662-4108,(903) 988-3904,(903) 986-8026,INFO@KISD.ORG,www.kisd.org,MRS TAMARA DEAN   ,'02 03,909,Active, ,7/24/13 5:34
'100904102,READ-TURRENTINE EL,REGULAR INSTRUCTIONAL,,730 S 7TH ST,SILSBEE,TX,77656-5530,730 S 7TH ST,SILSBEE,TX,77656-5530,(409) 980-7800,(409) 980-7861,darlene.watson@silsbeeisd.org,,DARLENE WATSON   ,'02 03,414,Active, ,7/24/13 5:34
'101925102,COPELAND EL,REGULAR INSTRUCTIONAL,,P O BOX 2390,HUFFMAN,TX,77336-2390,24403 E LAKE HOUSTON PKWY,HUFFMAN,TX,77336-4447,(281) 324-7100,(281) 324-2076,mhutchinson@huffmanisd.net,,MRS MELISSA HUTCHINSON   ,'02 03,485,Active,11/26/85,7/24/13 5:35
